"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"COPE1" 0.00108988659102502 0.410506186628156 0.66 0.423 1 "5" "COPE"
"UBXN1" 0.00136475954298343 0.420857657158831 0.747 0.496 1 "5" "UBXN1"
"SIVA1" 0.00168184223134187 0.75223771274045 0.358 0.214 1 "5" "SIVA1"
"DBI" 0.00170234290824491 0.351455260049893 0.525 0.345 1 "5" "DBI"
"YPEL5" 0.00170284354285603 0.644270104091527 0.519 0.326 1 "5" "YPEL5"
"RASSF51" 0.00187088879098202 0.278638928331782 0.296 0.176 1 "5" "RASSF5"
"SMIM7" 0.00207588467378533 1.01013225367953 0.272 0.155 1 "5" "SMIM7"
"NCL" 0.00246344811488999 0.466977974571699 0.383 0.23 1 "5" "NCL"
"SOD12" 0.002662798018846 0.410411388298083 0.673 0.502 1 "5" "SOD1"
"CCT7" 0.00281114844263185 0.634511512023782 0.309 0.188 1 "5" "CCT7"
"C1orf63" 0.00310938757839441 0.842749089689461 0.296 0.173 1 "5" "C1orf63"
"MX1" 0.00374842017836331 0.369064505264702 0.346 0.21 1 "5" "MX1"
"SSB" 0.00566138657234364 0.334586093448217 0.364 0.225 1 "5" "SSB"
"COPS6" 0.00836661179037498 0.453566562585627 0.302 0.186 1 "5" "COPS6"
"GZMB1" 7.94998096326412e-269 5.97743702177774 0.961 0.068 1.09026038930204e-264 "6" "GZMB"
"FGFBP21" 3.40797594255188e-237 5.40450902274513 0.877 0.062 4.67369820761565e-233 "6" "FGFBP2"
"SPON2" 4.16343537044754e-219 5.71148215432878 0.729 0.039 5.70973526703175e-215 "6" "SPON2"
"PRF11" 4.84802563730618e-206 5.15232084570285 0.948 0.107 6.6485823590017e-202 "6" "PRF1"
"GNLY1" 3.13228050431234e-191 5.95938585821989 0.961 0.131 4.29560948361394e-187 "6" "GNLY"
"AKR1C3" 8.09702950288425e-179 6.22191736578399 0.471 0.013 1.11042662602555e-174 "6" "AKR1C3"
"XCL2" 6.28679829335387e-175 5.35734139660214 0.535 0.022 8.6217151795055e-171 "6" "XCL2"
"CLIC3" 5.40251219940202e-169 5.27045018214353 0.568 0.029 7.40900523025993e-165 "6" "CLIC3"
"CST71" 4.20518104954955e-155 3.86536015544327 0.948 0.149 5.76698529135225e-151 "6" "CST7"
"KLRD1" 3.06095480093114e-154 4.81809546824456 0.542 0.03 4.19779341399696e-150 "6" "KLRD1"
"GZMA1" 5.92757491269507e-149 3.73384620948223 0.929 0.152 8.12907623527002e-145 "6" "GZMA"
"NKG71" 6.08814672982103e-140 4.22775527342 1 0.255 8.34928442527656e-136 "6" "NKG7"
"CCL41" 5.28523622784187e-138 4.79228699216009 0.71 0.077 7.24817296286233e-134 "6" "CCL4"
"TTC38" 3.06276330386154e-136 5.08131036936062 0.458 0.023 4.20027359491572e-132 "6" "TTC38"
"PRSS23" 4.30485240588319e-132 5.07315580859008 0.4 0.015 5.90367458942821e-128 "6" "PRSS23"
"XCL1" 1.43180729630688e-125 5.30070662028658 0.361 0.012 1.96358052615525e-121 "6" "XCL1"
"CTSW1" 8.84965769190298e-125 3.36427587747215 0.987 0.257 1.21364205586757e-120 "6" "CTSW"
"SH2D1B" 5.38242737290126e-112 6.06547503090786 0.29 0.007 7.38146089919679e-108 "6" "SH2D1B"
"FCGR3A1" 7.19568958084806e-111 2.74422253612651 0.839 0.145 9.86816869117503e-107 "6" "FCGR3A"
"IGFBP7" 3.67318746047016e-109 5.18830435719186 0.548 0.058 5.03740928328878e-105 "6" "IGFBP7"
"GZMH1" 2.83528991331699e-108 3.00297531294264 0.619 0.068 3.88831658712292e-104 "6" "GZMH"
"IL2RB" 1.10593629188784e-101 4.10977319422521 0.471 0.041 1.51668103069498e-97 "6" "IL2RB"
"KLRF1" 5.15357284533791e-98 5.42537825630694 0.271 0.008 7.06760980009641e-94 "6" "KLRF1"
"S1PR5" 6.82934006792699e-95 4.20438527934282 0.374 0.024 9.36575696915508e-91 "6" "S1PR5"
"CD2471" 8.42891445833098e-95 3.51047221179845 0.858 0.231 1.15594132881551e-90 "6" "CD247"
"APMAP1" 3.53375421765012e-94 3.30082525101895 0.626 0.091 4.84619053408538e-90 "6" "APMAP"
"HOPX1" 7.99449939298707e-87 3.45890808004333 0.658 0.117 1.09636564675425e-82 "6" "HOPX"
"GPR56" 4.01347168538159e-85 4.43922162448322 0.316 0.018 5.50407506933231e-81 "6" "GPR56"
"MATK" 6.82456545496254e-85 3.49222328613786 0.452 0.046 9.35920906493563e-81 "6" "MATK"
"GZMM1" 5.9775667100736e-84 2.92611632645018 0.806 0.209 8.19763498619494e-80 "6" "GZMM"
"C1orf21" 7.59531437181852e-81 4.45995027143859 0.297 0.017 1.04162141295119e-76 "6" "C1orf21"
"PLEKHF1" 4.62657210984219e-76 3.95100943263088 0.348 0.028 6.34488099143758e-72 "6" "PLEKHF1"
"HLA-C1" 9.60168601904774e-72 1.24130365312027 1 0.98 1.31677522065221e-67 "6" "HLA-C"
"B2M2" 1.08999901496032e-68 0.940562393645345 1 1 1.49482464911658e-64 "6" "B2M"
"TBX21" 2.6397513598888e-62 3.88722517031484 0.31 0.028 3.6201550149515e-58 "6" "TBX21"
"PTGDR" 1.33277356992823e-61 4.37960593189489 0.316 0.03 1.82776567379958e-57 "6" "PTGDR"
"CD73" 2.17360478821769e-61 2.29401523238711 0.865 0.337 2.98088160656175e-57 "6" "CD7"
"HAVCR2" 3.05672066297195e-61 4.73645480117 0.31 0.03 4.19198671719973e-57 "6" "HAVCR2"
"TPST21" 3.85706064567931e-61 2.65768308913641 0.568 0.117 5.28957296948461e-57 "6" "TPST2"
"HLA-A2" 6.45599648889431e-56 1.15578597488044 1 0.963 8.85375358486966e-52 "6" "HLA-A"
"PLAC81" 1.32306655453894e-54 2.09001608522719 0.877 0.432 1.8144534728947e-50 "6" "PLAC8"
"FCRL6" 5.77055016597839e-51 3.59631857891398 0.252 0.022 7.91373249762277e-47 "6" "FCRL6"
"HLA-B1" 3.02114628009766e-47 0.984258057889844 1 0.945 4.14320000852593e-43 "6" "HLA-B"
"ITGB23" 1.31708815603858e-45 1.97679093271315 0.845 0.448 1.80625469719131e-41 "6" "ITGB2"
"CTSC2" 3.33343226315897e-45 1.97097352104747 0.697 0.241 4.57146900569621e-41 "6" "CTSC"
"CD632" 1.94713206560245e-44 2.09626405445359 0.748 0.32 2.67029691476721e-40 "6" "CD63"
"NCR31" 3.85454332836629e-44 2.57493980846398 0.406 0.075 5.28612072052153e-40 "6" "NCR3"
"ID22" 1.13171648134817e-43 1.84155707515082 0.819 0.36 1.55203598252088e-39 "6" "ID2"
"UBB1" 1.77359039539041e-42 1.39978381496048 0.955 0.772 2.43230186823841e-38 "6" "UBB"
"C12orf751" 4.93817386731599e-42 2.43465965012114 0.484 0.116 6.77221164163715e-38 "6" "C12orf75"
"SRGN2" 1.44774692123673e-40 1.36812719137601 0.923 0.579 1.98544012778406e-36 "6" "SRGN"
"RHOC1" 1.14848122465745e-38 1.93885752569903 0.568 0.164 1.57502715149523e-34 "6" "RHOC"
"RARRES33" 1.80132797929161e-35 1.57305084398337 0.806 0.451 2.47034119080051e-31 "6" "RARRES3"
"ARPC5L1" 3.77586935211252e-35 2.62177460959989 0.523 0.165 5.17822722948711e-31 "6" "ARPC5L"
"PFN13" 4.51646670254163e-35 0.970426531160443 0.994 0.942 6.19388243586559e-31 "6" "PFN1"
"SAMD31" 6.75209300982505e-35 2.97738983923476 0.413 0.099 9.25982035367407e-31 "6" "SAMD3"
"CCL51" 4.29740109731233e-34 1.87032050044641 0.697 0.293 5.89345586485413e-30 "6" "CCL5"
"APOBEC3G1" 1.43187772884505e-33 1.96100787312261 0.561 0.195 1.9636771173381e-29 "6" "APOBEC3G"
"CD991" 3.61483176990467e-33 1.46446737091211 0.819 0.487 4.95738028924727e-29 "6" "CD99"
"RAP1B2" 1.21790508975252e-32 1.60908121836151 0.71 0.342 1.67023504008661e-28 "6" "RAP1B"
"CX3CR11" 1.34776080744042e-32 2.77487075548924 0.316 0.062 1.84831917132379e-28 "6" "CX3CR1"
"FCER1G2" 1.75637358397799e-32 1.07717088895312 0.839 0.328 2.40869073306742e-28 "6" "FCER1G"
"PTPRCAP2" 3.7428546910776e-32 1.10989423634883 0.91 0.625 5.13295092334382e-28 "6" "PTPRCAP"
"CHST121" 5.82640575955761e-32 2.6953590812296 0.394 0.099 7.99033285865731e-28 "6" "CHST12"
"EFHD22" 6.57263150632745e-32 2.02390232547557 0.516 0.174 9.01370684777747e-28 "6" "EFHD2"
"MYL12A2" 2.3270265748333e-31 0.971713188438649 0.987 0.867 3.19128424472639e-27 "6" "MYL12A"
"HLA-E1" 2.60848776567667e-30 1.07295474699892 0.974 0.882 3.57728012184898e-26 "6" "HLA-E"
"HCST1" 3.89525698203499e-29 1.48487214039585 0.813 0.523 5.34195542516278e-25 "6" "HCST"
"PLEK2" 4.20054885446303e-29 2.2025940355847 0.471 0.151 5.76063269901059e-25 "6" "PLEK"
"ZAP701" 8.64326293958435e-29 2.25757789079723 0.426 0.126 1.1853370795346e-24 "6" "ZAP70"
"CD300A1" 1.00005476974942e-28 2.54970671298926 0.394 0.111 1.37147511123435e-24 "6" "CD300A"
"CLIC13" 3.97046999853941e-27 1.29820567021039 0.897 0.629 5.44510255599694e-23 "6" "CLIC1"
"ASCL2" 9.47564002304903e-27 2.86061292518709 0.265 0.053 1.29948927276094e-22 "6" "ASCL2"
"IFITM12" 1.67895329286809e-26 1.49024793377662 0.774 0.458 2.3025165458393e-22 "6" "IFITM1"
"PDIA32" 1.18742997693557e-25 1.5656107210182 0.632 0.32 1.62844147036944e-21 "6" "PDIA3"
"ABHD17A" 1.56968441449365e-25 2.75862075933293 0.252 0.05 2.15266520603659e-21 "6" "ABHD17A"
"ALOX5AP1" 1.80600844848359e-25 2.09051178288554 0.529 0.216 2.4767599862504e-21 "6" "ALOX5AP"
"CCL31" 2.73430733043961e-25 2.37147618148807 0.406 0.124 3.74982907296488e-21 "6" "CCL3"
"AOAH1" 3.08221497195062e-25 2.27754032201668 0.374 0.111 4.22694961253308e-21 "6" "AOAH"
"IFITM21" 4.20188932168617e-25 1.01812147520459 0.923 0.696 5.76247101576042e-21 "6" "IFITM2"
"C5orf56" 5.11918104133408e-25 2.16377641759651 0.374 0.109 7.02044488008556e-21 "6" "C5orf56"
"BST22" 1.66196815754555e-24 1.26197186723676 0.748 0.431 2.27922313125796e-20 "6" "BST2"
"CFL12" 2.83534334547929e-24 0.749740150392333 0.994 0.911 3.8883898639903e-20 "6" "CFL1"
"PPP1R181" 5.00029771004576e-24 1.7910718202799 0.574 0.267 6.85740827955676e-20 "6" "PPP1R18"
"RAC2" 1.37019764561871e-23 1.34660793414456 0.858 0.639 1.8790890512015e-19 "6" "RAC2"
"XBP11" 6.86594057662701e-23 1.98247125651371 0.574 0.268 9.41595090678629e-19 "6" "XBP1"
"ABI31" 1.20540283106805e-22 1.84027690128996 0.439 0.161 1.65308944252673e-18 "6" "ABI3"
"TYROBP2" 2.01332491682699e-22 0.417210262875707 0.897 0.366 2.76107379093653e-18 "6" "TYROBP"
"MYO1F3" 3.87955184478666e-22 1.81093453600001 0.516 0.22 5.32041739994043e-18 "6" "MYO1F"
"ARL4C2" 7.31159823089512e-22 1.83582885317874 0.465 0.182 1.00271258138496e-17 "6" "ARL4C"
"CD532" 1.6357086047348e-21 1.21598536165325 0.819 0.531 2.24321078053331e-17 "6" "CD53"
"CALM12" 1.6974390219931e-21 1.04672784145556 0.865 0.666 2.32786787476134e-17 "6" "CALM1"
"UBE2F1" 1.98797411504808e-21 1.91344008698878 0.368 0.12 2.72630770137694e-17 "6" "UBE2F"
"LITAF1" 2.22644644197352e-21 1.53479141600374 0.587 0.295 3.05334865052249e-17 "6" "LITAF"
"DHRS71" 4.67332778473277e-21 1.59742980086413 0.581 0.304 6.40900172398252e-17 "6" "DHRS7"
"ARPC22" 1.29228913836171e-19 0.781350668293065 0.923 0.795 1.77224532434925e-15 "6" "ARPC2"
"CTSD2" 5.70502422404744e-19 1.43814491830844 0.51 0.226 7.82387022085866e-15 "6" "CTSD"
"SEPT71" 8.10411874719344e-19 1.59227955402801 0.594 0.323 1.11139884499011e-14 "6" "SEPT7"
"PSMB10" 8.65976741923255e-19 1.47566627454392 0.606 0.34 1.18760050387355e-14 "6" "PSMB10"
"TXNIP1" 4.62613349264826e-18 0.884435796395689 0.871 0.752 6.34427947181782e-14 "6" "TXNIP"
"SDF4" 2.09553151645655e-17 2.03843870085379 0.329 0.114 2.87381192166852e-13 "6" "SDF4"
"ANXA61" 3.12416016958306e-17 1.2564951387709 0.542 0.28 4.2844732565662e-13 "6" "ANXA6"
"UCP21" 4.66454071979928e-17 1.1076397440012 0.761 0.549 6.39695114313273e-13 "6" "UCP2"
"BIN22" 9.98351241999279e-17 1.54301162290084 0.6 0.355 1.36913889327781e-12 "6" "BIN2"
"CMC1" 1.77696165362092e-16 2.06850677254008 0.271 0.082 2.43692521177573e-12 "6" "CMC1"
"CYBA2" 2.04387798037011e-16 0.669634865600877 0.961 0.84 2.80297426227957e-12 "6" "CYBA"
"SERF22" 3.60161340848154e-16 0.67433394091899 0.948 0.851 4.93925262839159e-12 "6" "SERF2"
"GLIPR21" 2.18910900362333e-15 1.53324519144009 0.445 0.211 3.00214408756904e-11 "6" "GLIPR2"
"CCND32" 2.53658227616556e-15 1.16559817391113 0.606 0.401 3.47866893353345e-11 "6" "CCND3"
"C9orf1421" 4.30510336504666e-15 1.44048231220955 0.465 0.228 5.90401875482498e-11 "6" "C9orf142"
"ACTB2" 6.92195801947771e-15 0.609219107125186 1 0.992 9.49277322791174e-11 "6" "ACTB"
"PSME22" 8.75691001245714e-15 0.994071730791311 0.748 0.542 1.20092263910837e-10 "6" "PSME2"
"NDUFB21" 2.72303717806345e-14 1.58147335242047 0.561 0.336 3.73437318599621e-10 "6" "NDUFB2"
"LAMP1" 4.15622215699589e-14 1.67488191392389 0.406 0.191 5.69984306610416e-10 "6" "LAMP1"
"BZW1" 5.36777127912812e-14 1.61182916861971 0.361 0.152 7.36136153219631e-10 "6" "BZW1"
"IL2RG2" 1.1504303978001e-13 1.20144670845316 0.645 0.428 1.57770024754306e-09 "6" "IL2RG"
"PSME1" 1.98458619340039e-13 0.648789323047588 0.852 0.731 2.7216615056293e-09 "6" "PSME1"
"MYL62" 2.10564420102929e-13 0.547267656029696 0.948 0.847 2.88768045729156e-09 "6" "MYL6"
"BSG1" 2.65928974701241e-13 1.39168547239624 0.452 0.237 3.64694995905281e-09 "6" "BSG"
"HSPA52" 3.3862090949069e-13 1.50048708529572 0.4 0.188 4.64384715275532e-09 "6" "HSPA5"
"DRAP11" 5.07427273215115e-13 0.886227330053511 0.671 0.454 6.95885762487209e-09 "6" "DRAP1"
"PRMT2" 7.91782326501256e-13 1.56730076148545 0.413 0.206 1.08585028256382e-08 "6" "PRMT2"
"CALR1" 9.80993794885088e-13 1.4518246723607 0.477 0.268 1.34533489030541e-08 "6" "CALR"
"ITGB7" 1.10810114435163e-12 1.5519259330339 0.316 0.13 1.51964990936383e-08 "6" "ITGB7"
"PSMB81" 1.40432866083004e-12 1.12464242946557 0.665 0.447 1.92589632546232e-08 "6" "PSMB8"
"DBI1" 1.55629727512285e-12 1.09595192404945 0.555 0.344 2.13430608310347e-08 "6" "DBI"
"SELT1" 3.04426188284228e-12 1.25483406420042 0.49 0.289 4.1749007461299e-08 "6" "SELT"
"CD164" 4.15124831527529e-12 1.30349301017735 0.529 0.333 5.69302193956853e-08 "6" "CD164"
"PPIA1" 1.84960888795235e-11 0.673330351053649 0.839 0.737 2.53655362893785e-07 "6" "PPIA"
"CISD3" 2.03943727763344e-11 1.81808572835901 0.29 0.118 2.79688428254649e-07 "6" "CISD3"
"SH3BGRL33" 2.45767657596556e-11 0.490370428360763 0.955 0.853 3.37045765627917e-07 "6" "SH3BGRL3"
"PPP1CA1" 3.06663720128733e-11 0.934772158248786 0.671 0.51 4.20558625784545e-07 "6" "PPP1CA"
"ANXA13" 3.13124943914485e-11 0.720898209633997 0.787 0.581 4.29419548084325e-07 "6" "ANXA1"
"HNRNPA2B11" 5.5209337560412e-11 1.0132659781799 0.735 0.631 7.5714085530349e-07 "6" "HNRNPA2B1"
"JAK1" 5.85001269538739e-11 1.36250054587296 0.374 0.189 8.02270741045427e-07 "6" "JAK1"
"SUN21" 8.87627136506471e-11 1.1986034520209 0.432 0.24 1.21729185500497e-06 "6" "SUN2"
"MRPS6" 1.52330646523412e-10 1.83020696944454 0.329 0.153 2.08906248642207e-06 "6" "MRPS6"
"HNRNPA31" 2.67739624606806e-10 0.928015346124531 0.503 0.3 3.67178121185773e-06 "6" "HNRNPA3"
"ARL6IP1" 2.70767349064739e-10 1.38157317384912 0.361 0.181 3.71330342507383e-06 "6" "ARL6IP1"
"CAP12" 2.92876044361032e-10 1.01467616001858 0.574 0.404 4.0165020723672e-06 "6" "CAP1"
"SLC9A3R11" 3.16962866669877e-10 1.94093463586553 0.323 0.154 4.34682875351069e-06 "6" "SLC9A3R1"
"KLRG11" 3.3378341123406e-10 1.65952451261424 0.265 0.106 4.5775057016639e-06 "6" "KLRG1"
"GNG21" 3.36109811721214e-10 1.80802795914061 0.271 0.116 4.60940995794472e-06 "6" "GNG2"
"PRDX52" 4.6982837319164e-10 0.962255207581898 0.523 0.344 6.44322630995015e-06 "6" "PRDX5"
"PTGER2" 6.64303449930739e-10 1.57505341479442 0.29 0.129 9.11025751235015e-06 "6" "PTGER2"
"PRKCH" 7.27676328125068e-10 1.58115784850767 0.271 0.118 9.97935316390718e-06 "6" "PRKCH"
"MALAT12" 1.0824751491571e-09 0.316737095155128 1 1 1.48450641955405e-05 "6" "MALAT1"
"FLOT1" 1.10245559864977e-09 1.61004688182204 0.258 0.106 1.5119076079883e-05 "6" "FLOT1"
"YWHAQ2" 1.93574753632341e-09 1.04181446205962 0.458 0.279 2.65468417131392e-05 "6" "YWHAQ"
"ACTG13" 3.12027136854886e-09 0.774065084184282 0.929 0.86 4.27914015482791e-05 "6" "ACTG1"
"POLR2G" 4.89508846711493e-09 1.06287238692581 0.406 0.234 6.71312432380142e-05 "6" "POLR2G"
"FDPS" 5.30238669128253e-09 1.4569872432518 0.277 0.128 7.27169310842486e-05 "6" "FDPS"
"EIF3G" 5.7486307102596e-09 0.780819416831054 0.684 0.571 7.88367215605002e-05 "6" "EIF3G"
"SKAP1" 6.74234074270096e-09 1.45934054900688 0.284 0.132 9.24644609454009e-05 "6" "SKAP1"
"SYTL11" 7.20464267621967e-09 1.41302812281326 0.316 0.16 9.88044696616766e-05 "6" "SYTL1"
"TMED91" 9.74572097680106e-09 1.11059658887031 0.413 0.243 0.00013365281747585 "6" "TMED9"
"UBC2" 9.94147923262498e-09 0.521141541997659 0.923 0.849 0.000136337446196219 "6" "UBC"
"FGR2" 1.08885336457271e-08 1.42902063521029 0.381 0.206 0.000149325350417501 "6" "FGR"
"PSMC41" 1.11642800818578e-08 1.98130086426861 0.316 0.159 0.000153106937042598 "6" "PSMC4"
"LYAR1" 1.22078049321777e-08 1.81969137471556 0.342 0.172 0.000167417836839885 "6" "LYAR"
"MYL12B3" 1.40392027663175e-08 0.507730271688217 0.813 0.694 0.000192533626737278 "6" "MYL12B"
"ARPC41" 2.35633463913617e-08 1.00722968008145 0.465 0.307 0.000323147732411134 "6" "ARPC4"
"BTN3A21" 2.87595486770341e-08 0.908925076438473 0.368 0.207 0.000394408450556845 "6" "BTN3A2"
"PPIB1" 2.98115134426109e-08 0.74589080715855 0.613 0.468 0.000408835095351965 "6" "PPIB"
"RCN2" 3.39996057791846e-08 1.35516107967709 0.265 0.124 0.000466270593655737 "6" "RCN2"
"AES3" 3.5417200806856e-08 0.741088032185793 0.671 0.482 0.000485711491865223 "6" "AES"
"ENSA" 4.11197025022701e-08 1.00512761086641 0.458 0.303 0.000563915600116132 "6" "ENSA"
"HDDC2" 4.90607949517985e-08 1.39777890492269 0.277 0.135 0.000672819741968964 "6" "HDDC2"
"IRF1" 6.71283611979115e-08 1.16721925355605 0.426 0.276 0.000920598345468158 "6" "IRF1"
"DEF6" 7.18433673364735e-08 2.01576679879695 0.29 0.148 0.000985259939652398 "6" "DEF6"
"SCP2" 7.53435619780174e-08 1.80319545417157 0.426 0.265 0.00103326160896653 "6" "SCP2"
"TBCB1" 8.31968068615919e-08 0.728942600956367 0.458 0.298 0.00114096100929987 "6" "TBCB"
"SERPINB11" 9.84602813182893e-08 0.71944246098844 0.516 0.356 0.00135028429799902 "6" "SERPINB1"
"TMEM50A1" 1.03205078836842e-07 0.724800044960981 0.419 0.257 0.00141535445116845 "6" "TMEM50A"
"HSP90B11" 1.13416272666931e-07 1.27745331182993 0.387 0.238 0.00155539076335429 "6" "HSP90B1"
"RNF126" 1.15474107652464e-07 1.32431639919952 0.297 0.153 0.0015836119123459 "6" "RNF126"
"DSTN3" 1.36936044667352e-07 1.17497111506183 0.335 0.19 0.00187794091656807 "6" "DSTN"
"GIMAP73" 1.62449625597106e-07 0.573962079982318 0.677 0.532 0.00222783416543871 "6" "GIMAP7"
"FKBP11" 1.65762328889735e-07 1.64237977220304 0.258 0.126 0.00227326457839382 "6" "FKBP11"
"FAM49B1" 2.03388842964561e-07 1.04120757358797 0.432 0.295 0.00278927459241599 "6" "FAM49B"
"TBC1D10C" 2.45907654205502e-07 0.969914969073492 0.445 0.293 0.00337237756977425 "6" "TBC1D10C"
"OSTF12" 2.73126782722195e-07 1.11382120722955 0.452 0.302 0.00374566069825219 "6" "OSTF1"
"SDF2L1" 3.0102124759575e-07 1.311239863231 0.271 0.136 0.00412820538952811 "6" "SDF2L1"
"FLNA2" 3.14803117154288e-07 1.3791631696101 0.348 0.204 0.00431720994865391 "6" "FLNA"
"TAP12" 3.72158806260451e-07 1.06347377480159 0.368 0.224 0.00510378586905583 "6" "TAP1"
"LCP12" 4.19573467275748e-07 0.998946680343896 0.516 0.379 0.00575403053021961 "6" "LCP1"
"ACTR3" 4.28580197377348e-07 0.666159196577081 0.555 0.406 0.00587754882683296 "6" "ACTR3"
"PSMB92" 4.33531990088743e-07 0.659351792353257 0.697 0.579 0.00594545771207702 "6" "PSMB9"
"OPTN1" 4.40429788452396e-07 1.05813820993092 0.271 0.135 0.00604005411883616 "6" "OPTN"
"CCDC107" 4.7481328522628e-07 1.06667144814834 0.303 0.163 0.0065115893935932 "6" "CCDC107"
"EVL2" 6.82636455186147e-07 0.701758678219444 0.665 0.524 0.00936167634642282 "6" "EVL"
"CD972" 9.44624657485983e-07 1.11462765928542 0.361 0.217 0.0129545825527628 "6" "CD97"
"ATP6AP21" 9.45191147181558e-07 1.02133351339065 0.387 0.244 0.0129623513924479 "6" "ATP6AP2"
"CDC42SE1" 1.06052687753553e-06 1.03016689840805 0.348 0.211 0.0145440655985222 "6" "CDC42SE1"
"SRI1" 1.4993152977967e-06 0.894842977634612 0.4 0.259 0.0205616099939839 "6" "SRI"
"TBCC" 1.51464674876109e-06 1.00806122865877 0.284 0.152 0.0207718655125096 "6" "TBCC"
"PSMB1" 1.51912676504113e-06 0.75684818853538 0.587 0.46 0.0208333044557741 "6" "PSMB1"
"EMP32" 1.70480574916179e-06 0.575940859964518 0.839 0.728 0.0233797060440048 "6" "EMP3"
"C19orf66" 2.37682188267445e-06 1.19336199178369 0.29 0.162 0.0325957352989974 "6" "C19orf66"
"RAB7A1" 2.44807339202447e-06 0.85623188393479 0.432 0.306 0.0335728784982237 "6" "RAB7A"
"GOLGA7" 2.45552307207742e-06 1.10716902907242 0.271 0.149 0.0336750434104698 "6" "GOLGA7"
"RBM39" 2.55754184087637e-06 0.701907049118232 0.477 0.346 0.0350741288057785 "6" "RBM39"
"PSMD8" 2.78747793272701e-06 0.819269301605416 0.432 0.292 0.0382274723694182 "6" "PSMD8"
"HLA-F1" 2.98473847107135e-06 1.30380713561311 0.452 0.325 0.0409327033922725 "6" "HLA-F"
"MAP1LC3B1" 3.22078016776735e-06 0.945941665599454 0.374 0.244 0.0441697792207615 "6" "MAP1LC3B"
"DENND2D" 4.38530818502574e-06 1.41108263228072 0.277 0.153 0.060140116449443 "6" "DENND2D"
"RASSF52" 4.4078633365524e-06 1.26854359856335 0.297 0.176 0.0604494377974796 "6" "RASSF5"
"MIEN11" 4.72250376741955e-06 1.21272541969585 0.297 0.174 0.0647644166663917 "6" "MIEN1"
"TRAPPC11" 4.80349540351972e-06 0.833551284891176 0.561 0.443 0.0658751359638694 "6" "TRAPPC1"
"CAPZB1" 5.42914515653316e-06 0.500481412623742 0.671 0.553 0.0744552966766957 "6" "CAPZB"
"ARPC51" 5.70795642983286e-06 0.500567074001792 0.639 0.521 0.0782789144787279 "6" "ARPC5"
"PSENEN1" 5.77469856061115e-06 1.15112878875591 0.252 0.134 0.0791942160602213 "6" "PSENEN"
"PAIP21" 6.21763870222635e-06 0.751315525703815 0.439 0.31 0.0852686971623321 "6" "PAIP2"
"SEPW11" 6.56067522356341e-06 0.802494906979881 0.374 0.247 0.0899731000159486 "6" "SEPW1"
"DDOST" 7.1224304836138e-06 1.45172459828449 0.303 0.182 0.0976770116522797 "6" "DDOST"
"HSP90AA12" 7.9891380727135e-06 0.740649508865059 0.632 0.531 0.109563039529193 "6" "HSP90AA1"
"WDR11" 8.43584540033144e-06 1.11156713126189 0.381 0.255 0.115689183820145 "6" "WDR1"
"C19orf101" 9.04445438037764e-06 1.12027432250392 0.335 0.211 0.124035647372499 "6" "C19orf10"
"RBM8A" 1.04602829950577e-05 1.09785421885071 0.439 0.308 0.143452320994222 "6" "RBM8A"
"DDIT41" 1.05869739858063e-05 0.920782788028036 0.342 0.215 0.145189761241348 "6" "DDIT4"
"RALY2" 1.20434263075264e-05 0.708239620536183 0.342 0.22 0.165163548381417 "6" "RALY"
"GHITM" 1.33122953479285e-05 0.66871110201684 0.484 0.367 0.182564818401492 "6" "GHITM"
"HMOX21" 1.65141376844172e-05 1.2960063523787 0.29 0.177 0.226474884204097 "6" "HMOX2"
"RNF2131" 1.65659967089794e-05 0.940000859743671 0.342 0.22 0.227186078866943 "6" "RNF213"
"CHCHD21" 1.70428299647298e-05 0.40139525509974 0.768 0.71 0.233725370136305 "6" "CHCHD2"
"PDIA61" 2.08316512637616e-05 0.853328559573178 0.355 0.233 0.285685265431226 "6" "PDIA6"
"P4HB2" 2.24551593036369e-05 1.05677104540087 0.355 0.23 0.307950054690077 "6" "P4HB"
"ZFAND61" 2.54027493492755e-05 1.11699690002742 0.271 0.158 0.348373304575964 "6" "ZFAND6"
"TMBIM61" 2.57028320051547e-05 0.534907919071433 0.594 0.512 0.352488638118692 "6" "TMBIM6"
"PIM12" 2.77456751512778e-05 1.23183735025613 0.297 0.178 0.380504189024623 "6" "PIM1"
"MSN2" 2.91296192587465e-05 0.86498249874212 0.4 0.279 0.39948359851445 "6" "MSN"
"CD471" 2.97329464361116e-05 0.706948135052262 0.361 0.24 0.407757627424835 "6" "CD47"
"DCTN31" 2.99446168511582e-05 0.821641290217284 0.342 0.227 0.410660475496784 "6" "DCTN3"
"STK17A3" 3.16931087172762e-05 0.788103971661293 0.445 0.311 0.434639292948725 "6" "STK17A"
"CNPY2" 3.25274063157116e-05 1.09151986904359 0.284 0.172 0.446080850213668 "6" "CNPY2"
"ATF6B" 3.53975707870238e-05 1.10962246012334 0.252 0.143 0.485442285773244 "6" "ATF6B"
"SELL2" 3.60827020427213e-05 0.786435661689605 0.561 0.467 0.49483817581388 "6" "SELL"
"NDUFB72" 3.68799672351174e-05 1.02762210919202 0.387 0.281 0.5057718706624 "6" "NDUFB7"
"CCDC121" 4.00482259488305e-05 1.26327645375861 0.348 0.242 0.549221370662261 "6" "CCDC12"
